person,label
4886f805,0.05941948368362298
0297fc1e,0.23048572491846267
2d681dd8,0.0889259045907618
cccea85e,0.28491759079683593
4c8a8b93,0.20742232303982136
29ebb414,0.09392388225037847
3dc1950f,0.25277160237914253
8ea4c165,0.23067148203704047
d8cfe234,0.23257428428327537
d6bc64df,0.19457618514316669
ec9c4059,0.21135059760655606
d21b8e6b,0.05711216318695978
2a724d87,0.06729983113798178
686c49c9,0.6056192467767092
a08d42ea,0.1858606275695516
c98f5cf1,0.31603559904610595
d614c608,0.07542197823733107
e45acd53,0.5931180574167341
7d876393,0.2672917188880188
f5af843f,0.27263567204465855
5a724794,0.2782111583834833
00091926,0.22322091420361412
55d1e0ee,0.2839214780175051
f87be219,0.052921657338949726
49c19e32,0.1636759303295391
bb78c182,0.06541635731128541
e2bfe05f,0.049756677234437025
0e9d0ae2,0.0856102526158865
cb68850c,0.0714472009159774
f30ef764,0.07433608617608504
ca5fa859,0.08142486252562502
4f06f2dd,0.1119233534633038
872d9b83,0.5225872503958693
dca7e4fa,0.16556849522978204
3cb2bfc5,0.06518185074345338
0ec008ff,0.7982975235296811
19876c5b,0.32431475514638103
36606944,0.26124484459725494
3c36c384,0.09404363943475236
25ec69e5,0.07245036708770644
02a9fd4c,0.16590768058129748
e9c847d7,0.11703419129956778
8f7d334b,0.19710604746206323
fd683087,0.4497792761022994
aa5593bc,0.23835102237358596
e39a4b4f,0.19476008280614465
8aeb37ef,0.13677775678445767
c76b8417,0.2787183351790396
b51c3897,0.33293852429421655
49013e40,0.45408357567218327
18ad1f7c,0.2114012372861199
ea679233,0.7680845347009955
39df97e0,0.4886848386380812
4473cb91,0.09306839486007099
a90bb821,0.3496284610620883
66f3c5a8,0.13779662996559466
6972936f,0.19089888104159766
f484e20b,0.6826151038179762
bb5c496a,0.2009100960010135
fa15dd75,0.4894622460393915
8036d563,0.058889707805279023
051b11a7,0.14948949778966691
a708f6b7,0.12748303395998745
8af64425,0.4178296700381233
290a4ade,0.2562715500557151
5ea8fd22,0.158714778256964
73f02c61,0.3173220206350245
b364ac0f,0.20790654007522175
27c4deeb,0.19699562862239772
1a8f3e6d,0.36804405640389015
75aea7ed,0.12115637387741787
68bee360,0.348035510196258
7363f782,0.42840876570607106
5f5a1be2,0.2832790127362957
f2ab91ec,0.23890612371199832
f7e13865,0.2348150363167753
f70a331b,0.2773424820906933
69fe770b,0.1183717863631842
73b5ddeb,0.49619391045179007
3aae4375,0.2274642816775662
2beddf66,0.08786189439514232
17b858f9,0.11789595301243766
f75b14e8,0.11647678876370479
67ec6a13,0.6412763634615726
2466dcee,0.6774011301806064
bbac557c,0.3051197819035067
57d078f9,0.6583030990184984
6791adff,0.24486372612462182
2fca45c7,0.4631877735586941
ee7d1909,0.17862379042734233
b87bf3c0,0.5079545971175311
229a0726,0.19853616905927915
e28fa553,0.4608410793291611
e2d69e04,0.20110768234558796
f99328eb,0.35162198142977985
7a98e5bb,0.10006133585379383
60d720a3,0.08391098760145307
8f6d708a,0.20959727614413454
91a293e8,0.4376472413334845
dbff7610,0.20664360692348452
c104bc78,0.4574621534286086
b3bf2435,0.5997325880610698
8611216e,0.38480560501749733
2454293c,0.20794071783740584
82d31364,0.3088789061358431
f1f2d6aa,0.21895554677885182
45599974,0.5317114795444517
b8112306,0.09977186294145683
7e317918,0.12015356658146426
a30504be,0.11217225272070803
f88200f4,0.487306258217619
97267956,0.25484481386191155
2fec9bbc,0.4290142353602193
4e5d317d,0.06546599041734524
f8e37457,0.16824855166040958
9411a009,0.11315299356699395
166bf528,0.6785324644312545
5429fbb6,0.13320522267864876
49ff6d6e,0.3721484310160867
19c94e0b,0.31699988224314246
0ff75b46,0.5805061370502292
224613bb,0.39148169317073817
179720f1,0.3073942657548003
1070bca3,0.19283329864850848
a5d31df5,0.11821004023273192
4e5c868d,0.27665413141375983
653f68fe,0.09689672839482447
3ebc771d,0.6800798559479372
517bf648,0.5340768550352453
254f8761,0.6832987482820134
c844a662,0.64474215780876
7f6c85e8,0.05926668583606008
35ee0cc8,0.517671932019757
c1d99fe2,0.32523497305143934
55fc24ef,0.4695247035832753
77e489c7,0.24247854657244186
62ba2fba,0.09178813037341917
ae4bfc26,0.15569757627177705
22f1d021,0.2282225860445675
72368746,0.07971646703190682
55e87de8,0.30111830524496686
c56dff49,0.0994139034407269
ba724fb6,0.16188865868225102
b97b9d93,0.06290592197631391
7025ac12,0.3055712711966894
bada76d3,0.7793183901237931
70a325eb,0.7703948012790013
fb19ca5a,0.2202596566061118
f6cd21a1,0.2049428506632158
91752493,0.03997016266867967
92059fdf,0.08452889628615692
4d233ac6,0.21037568068147508
46a1efca,0.21454543115004943
23b90f81,0.3190993274414277
2606c8da,0.12106579443204596
23e6906d,0.13914355924837746
cf75487d,0.07152851243502367
e349f752,0.4588729916693011
