person,label
4886f805,0.060765645522776426
0297fc1e,0.23448569064124514
2d681dd8,0.0892086018446203
cccea85e,0.27263658813141683
4c8a8b93,0.20391036258562203
29ebb414,0.09360298271902148
3dc1950f,0.2557028919327378
8ea4c165,0.23749474593148612
d8cfe234,0.26218456503129345
d6bc64df,0.19017887175836207
ec9c4059,0.20534756284122313
d21b8e6b,0.058618070480291516
2a724d87,0.06856742504927987
686c49c9,0.6186715977917395
a08d42ea,0.2038586257815172
c98f5cf1,0.32940404955797487
d614c608,0.0774283586073068
e45acd53,0.5684082761073653
7d876393,0.2845648739718426
f5af843f,0.27385700944630853
5a724794,0.2743447286371849
00091926,0.23680821951798658
55d1e0ee,0.3050788411932201
f87be219,0.055996924141919986
49c19e32,0.17760890497672277
bb78c182,0.066235891329551
e2bfe05f,0.052329004564312186
0e9d0ae2,0.08756581792824342
cb68850c,0.07285610044975155
f30ef764,0.07452050557010179
ca5fa859,0.08329135894073814
4f06f2dd,0.11917476058656783
872d9b83,0.5806317591725147
dca7e4fa,0.17541093594350138
3cb2bfc5,0.06859437464493147
0ec008ff,0.8033240016364476
19876c5b,0.32996991258361386
36606944,0.26438187341863334
3c36c384,0.09883780315688295
25ec69e5,0.0757599740422915
02a9fd4c,0.17556700085109408
e9c847d7,0.12387352640014244
8f7d334b,0.20088271865005508
fd683087,0.4560988532796234
aa5593bc,0.24756502100232808
e39a4b4f,0.21178726289117944
8aeb37ef,0.1452459859576019
c76b8417,0.28395809328496213
b51c3897,0.35591196901326533
49013e40,0.44237346071456046
18ad1f7c,0.2287461877726718
ea679233,0.7636645718526613
39df97e0,0.47668859502768546
4473cb91,0.09148400603757204
a90bb821,0.34578896725918246
66f3c5a8,0.14718904054507298
6972936f,0.18173068650135116
f484e20b,0.6902551218125326
bb5c496a,0.20000226875983315
fa15dd75,0.49583153326948487
8036d563,0.06281713445615268
051b11a7,0.15550338158309787
a708f6b7,0.1384201873966557
8af64425,0.42019626832836743
290a4ade,0.2699824140419482
5ea8fd22,0.16920731518507598
73f02c61,0.32116836195270515
b364ac0f,0.22367073413259062
27c4deeb,0.21020412884612538
1a8f3e6d,0.36813772547755985
75aea7ed,0.13005598322310272
68bee360,0.36770805241568155
7363f782,0.42200170890986083
5f5a1be2,0.27785602932599457
f2ab91ec,0.2562170198470929
f7e13865,0.24257815931264345
f70a331b,0.2979243411138565
69fe770b,0.12278471342999167
73b5ddeb,0.48672043503203366
3aae4375,0.2339524571722909
2beddf66,0.09380114896565421
17b858f9,0.13552292528597643
f75b14e8,0.11584565034414858
67ec6a13,0.6593651290759857
2466dcee,0.6876444143458833
bbac557c,0.2961229738727762
57d078f9,0.6607365596835728
6791adff,0.2779056255904139
2fca45c7,0.44739920651046816
ee7d1909,0.17644822406065372
b87bf3c0,0.5135647860433328
229a0726,0.19289365229000702
e28fa553,0.4084988523354844
e2d69e04,0.213870727476833
f99328eb,0.33684847819863517
7a98e5bb,0.10739526447874156
60d720a3,0.08503487283523467
8f6d708a,0.20773951179316508
91a293e8,0.42489997369531285
dbff7610,0.1983247347225571
c104bc78,0.46572692592782605
b3bf2435,0.5566692688831935
8611216e,0.36641121685354555
2454293c,0.20922446153222662
82d31364,0.2921571299779693
f1f2d6aa,0.22899644106405448
45599974,0.517836626941932
b8112306,0.09849307517495437
7e317918,0.12195205196169688
a30504be,0.1282632433109293
f88200f4,0.5045754234890588
97267956,0.239345034970382
2fec9bbc,0.4526548285762575
4e5d317d,0.06479821602107107
f8e37457,0.17892508970690718
9411a009,0.11535654341255555
166bf528,0.6937558787828115
5429fbb6,0.12810496328589904
49ff6d6e,0.34744353695780245
19c94e0b,0.30898691145585133
0ff75b46,0.5911369536091549
224613bb,0.36921449764603564
179720f1,0.32056145783986567
1070bca3,0.1910575129144092
a5d31df5,0.11980323490222043
4e5c868d,0.263991256735321
653f68fe,0.09681952293826843
3ebc771d,0.6989296018568796
517bf648,0.5484242720367354
254f8761,0.6842346099513378
c844a662,0.6722731887758022
7f6c85e8,0.06189132058368304
35ee0cc8,0.5356410486105693
c1d99fe2,0.32544614513157805
55fc24ef,0.47357995658045743
77e489c7,0.24120567108342397
62ba2fba,0.09187931320244391
ae4bfc26,0.17575407263819237
22f1d021,0.25686882706362935
72368746,0.08218144388089962
55e87de8,0.3348011415727293
c56dff49,0.09860694025175501
ba724fb6,0.15861781543876596
b97b9d93,0.06630602493761223
7025ac12,0.2963047101573121
bada76d3,0.8020234080141353
70a325eb,0.771132589633241
