person,label
4886f805,0.08483295126177245
0297fc1e,0.2793174141644257
2d681dd8,0.10693664945352031
cccea85e,0.33618269383517574
4c8a8b93,0.22568882186674616
29ebb414,0.1049504566133904
3dc1950f,0.29711707443711
8ea4c165,0.22948002992788707
d8cfe234,0.1894525096843181
d6bc64df,0.21373491047386642
ec9c4059,0.23677516218461991
d21b8e6b,0.09958925178873289
2a724d87,0.08483295126177245
686c49c9,0.5289976644149028
a08d42ea,0.18903127249541513
c98f5cf1,0.3181966990137288
d614c608,0.09375031067614069
e45acd53,0.4799447432724351
7d876393,0.27482257920583386
f5af843f,0.2642984094933616
5a724794,0.27853128788126735
00091926,0.3224258830690516
55d1e0ee,0.2744749385948612
f87be219,0.09583205873827516
49c19e32,0.20750593928721076
bb78c182,0.08483295126177245
e2bfe05f,0.09605177110835711
0e9d0ae2,0.10286131615450493
cb68850c,0.09319236246349755
f30ef764,0.09727070158000706
ca5fa859,0.09344768931640418
4f06f2dd,0.13048494011201206
872d9b83,0.710606612787199
dca7e4fa,0.17625529464461592
3cb2bfc5,0.11074028972673787
0ec008ff,0.6984482533234804
19876c5b,0.3005095490056519
36606944,0.2529802576955451
3c36c384,0.11249873705660188
25ec69e5,0.09775192749061076
02a9fd4c,0.17902922833302326
e9c847d7,0.18420300347632304
8f7d334b,0.20068054069097488
fd683087,0.4120226361767929
aa5593bc,0.2236849821598218
e39a4b4f,0.2243325563949848
8aeb37ef,0.21544759549028925
c76b8417,0.37957646875712314
b51c3897,0.3289113769923966
49013e40,0.35094214702348103
18ad1f7c,0.26286515321800225
ea679233,0.6909759652493448
39df97e0,0.4330697195856122
4473cb91,0.12096973734742492
a90bb821,0.35235317245373055
66f3c5a8,0.1473718942696633
6972936f,0.20077854155200908
f484e20b,0.65065274176204
bb5c496a,0.30054244625185966
fa15dd75,0.4739888067426013
8036d563,0.10464001397531353
051b11a7,0.2117659354728379
a708f6b7,0.13661724990332885
8af64425,0.4045579983326404
290a4ade,0.28173570682611904
5ea8fd22,0.17817564192246793
73f02c61,0.3312300296831219
b364ac0f,0.3032966232490871
27c4deeb,0.27421835575667786
1a8f3e6d,0.34339444583010814
75aea7ed,0.17608140584303744
68bee360,0.34383141836381526
7363f782,0.39548226430156375
5f5a1be2,0.29393119840313847
f2ab91ec,0.31549963973843187
f7e13865,0.26589568835008415
f70a331b,0.32156457535580896
69fe770b,0.17892713570030105
73b5ddeb,0.4377371442454074
3aae4375,0.2868385807094226
2beddf66,0.1442872482373915
17b858f9,0.18821429426619557
f75b14e8,0.13792073146526013
67ec6a13,0.6724748334988746
2466dcee,0.6609641302105889
bbac557c,0.27757329557822996
57d078f9,0.5784956114657573
6791adff,0.25307711577832526
2fca45c7,0.4394259799320824
ee7d1909,0.2026284073065555
b87bf3c0,0.4380160094604604
229a0726,0.21444080837274582
e28fa553,0.41958494706999416
e2d69e04,0.27909807527402664
f99328eb,0.3193007993562573
7a98e5bb,0.1400424061620006
60d720a3,0.11997196277251339
8f6d708a,0.24558877237224222
91a293e8,0.373289764115757
dbff7610,0.22027758424809332
c104bc78,0.4637855067002341
b3bf2435,0.4771778209023052
8611216e,0.33698514316310263
2454293c,0.26246731648389054
82d31364,0.28408280119804863
f1f2d6aa,0.2618920184549429
45599974,0.45685515426537027
b8112306,0.11645023334675704
7e317918,0.1562801149827323
a30504be,0.19254616340093345
f88200f4,0.45552556116927356
97267956,0.3310139618352534
2fec9bbc,0.3808200901294351
4e5d317d,0.10575780207685989
f8e37457,0.20247619598406436
9411a009,0.14039868980010733
166bf528,0.6654089937532426
5429fbb6,0.16394394665015022
49ff6d6e,0.32748312140906266
19c94e0b,0.3329483086737227
0ff75b46,0.6082057037713328
224613bb,0.3908248321677015
